Policy No,Policy Sys Id,IDX,Amt,
P-1200-90-2026-01353,3634757,0,1.10,
P-2405-90-2026-00117,3634908,0,1.10,
P-2200-90-2026-00501,3634635,0,1.10,
P-1200-91-2026-00314,3634853,0,1.10,
P-2000-90-2026-00391,3635890,0,1.10,
P-1200-90-2026-01431,3635974,0,1.10,
P-8072-90-2026-00074,3634508,0,1.10,
P-1200-91-2026-00330,3636388,0,1.10,
P-1452-90-2026-00131,3633980,0,1.10,
P-2600-90-2026-00265,3634073,0,1.10,
P-2200-90-2026-00518,3635000,0,1.10,
P-1200-90-2026-01453,3636191,0,1.10,
P-2403-90-2026-00446,3635142,0,1.10,
P-8000-90-2026-00145,3634710,0,1.70,
P-4006-90-2026-00390,3636481,0,1.10,
P-2400-90-2026-02232,3635674,0,1.10,
P-4202-90-2026-00317,3636291,0,1.10,
P-2407-90-2026-00577,3635462,0,1.10,
P-3600-90-2026-00466,3634929,0,1.70,
P-4200-90-2026-01131,3635582,0,1.10,
P-4203-90-2026-00328,3634107,0,1.10,
P-3200-90-2026-01691,3635275,0,1.10,
P-3603-90-2026-00157,3635587,0,1.10,
P-2301-90-2026-00190,3635116,0,1.10,
P-1200-90-2026-01387,3635538,0,1.10,
P-3205-90-2026-00203,3634348,0,1.10,
P-2400-90-2026-02254,3635964,0,1.10,
P-3211-91-2026-00311,3634593,0,1.10,
P-1400-90-2026-00210,3634735,0,1.70,
P-2408-90-2026-00380,3635233,0,1.10,
P-1200-90-2026-01390,3635602,0,1.10,
P-2000-90-2026-00387,3635572,0,1.10,
P-9061-91-2026-00470,3634318,0,1.10,
P-1477-90-2026-00184,3634905,0,1.10,
P-1492-90-2026-00148,3635388,0,1.10,
P-3200-90-2026-01629,3634514,0,1.10,
P-3600-90-2026-00489,3635548,0,1.70,
P-3800-90-2026-00670,3635580,0,1.10,
P-2200-90-2026-00522,3635205,0,1.10,
P-4000-90-2026-00783,3635160,0,1.10,
P-1488-91-2026-00332,3636487,0,1.10,
P-3200-90-2026-01693,3635314,0,1.10,
P-4006-91-2026-00466,3636108,0,1.10,
P-2605-90-2026-00033,3636441,0,1.10,
P-1200-90-2026-01447,3636139,0,1.10,
P-2400-90-2026-02124,3633932,0,1.10,
P-1411-90-2026-00512,3634839,0,1.10,
P-3200-90-2026-01649,3634896,0,1.10,
P-9070-90-2026-00069,3635399,0,1.10,
P-3800-90-2026-00633,3634738,0,1.10,
P-3200-90-2026-01729,3635876,0,1.10,
P-3800-90-2026-00636,3634754,0,1.10,
P-1488-91-2026-00314,3634741,0,1.10,
P-4200-90-2026-01137,3635784,0,1.10,
P-1488-90-2026-00313,3634776,0,1.10,
P-1411-90-2026-00507,3634567,0,1.10,
P-2408-90-2026-00379,3635197,0,1.10,
P-2202-90-2026-00534,3635436,0,1.10,
P-1488-91-2026-00327,3636294,0,1.10,
P-2604-90-2026-00241,3636570,0,1.10,
P-1488-90-2026-00340,3636899,0,1.10,
P-3205-90-2026-00233,3636841,0,1.10,
P-2400-90-2026-02321,3636779,0,1.10,
P-3800-90-2026-00724,3637332,0,1.10,
P-9061-91-2026-00501,3637345,0,1.10,
P-2200-90-2026-00562,3637545,0,1.10,
P-2400-90-2026-02312,3636632,0,1.10,
P-2400-90-2026-02355,3637294,0,1.10,
P-1411-90-2026-00545,3636744,0,1.10,
P-2403-90-2026-00485,3637568,0,1.10,
P-4203-90-2026-00367,3637167,0,1.10,
P-2604-92-2026-00081,3637134,0,1.10,
P-4000-92-2026-00105,3636832,0,1.10,
P-9091-90-2026-00077,3637181,0,1.10,
P-3205-90-2026-00225,3636544,0,1.10,
P-3800-90-2026-00731,3637536,0,1.10,
P-3205-90-2026-00235,3637164,0,1.10,
P-4200-92-2026-00171,3637074,0,1.10,
P-9061-91-2026-00495,3636556,0,1.10,
P-2409-90-2026-00088,3637573,0,1.10,
P-2301-90-2026-00208,3637643,0,1.10,
P-2408-90-2026-00411,3637522,0,1.10,
P-2202-90-2026-00552,3636995,0,1.10,
P-2214-90-2026-00153,3637646,0,1.10,
P-3400-90-2026-00311,3637726,0,1.70,
P-2200-90-2026-00560,3637407,0,1.10,
P-9082-90-2026-00068,3637553,0,1.10,
P-4400-90-2026-00457,3637724,0,1.10,
P-4203-90-2026-00373,3637570,0,1.10,
P-1453-90-2026-00046,3637365,0,1.10,
P-1411-90-2026-00548,3637104,0,1.10,
P-9061-90-2026-00287,3636578,0,1.10,
P-4200-90-2026-01168,3636820,0,1.10,
P-3600-90-2026-00508,3636646,0,1.70,
P-9086-90-2026-00250,3636770,0,1.10,
P-4000-90-2026-00872,3637190,0,1.10,
P-2408-90-2026-00403,3636897,0,1.10,
P-2400-90-2026-02345,3637173,0,1.10,
P-4200-90-2026-01155,3636627,0,1.10,
P-9075-90-2026-00166,3637126,0,1.10,
P-9076-90-2026-00120,3637163,0,1.10,
P-3200-90-2026-01831,3637371,0,1.10,
P-3800-90-2026-00729,3637405,0,1.70,
P-2400-90-2026-02360,3637327,0,1.10,
P-2408-90-2026-00410,3637394,0,1.10,
P-3211-90-2026-00604,3637357,0,1.10,
P-2000-90-2026-00408,3636609,0,1.10,
P-4200-90-2026-01195,3637392,0,1.10,
P-2403-92-2026-00151,3637446,0,1.10,
P-2403-92-2026-00150,3637440,0,1.10,
P-1200-90-2026-01478,3636603,0,1.10,
P-9097-90-2026-00134,3637216,0,1.10,
P-2405-91-2026-00011,3636982,0,1.10,
P-3600-90-2026-00531,3637544,0,1.70,
P-1200-90-2026-01523,3637550,0,1.10,
P-3205-90-2026-00228,3636685,0,1.10,
P-2200-90-2026-00552,3637214,0,1.10,
P-2200-90-2026-00548,3637122,0,1.10,
P-2408-90-2026-00401,3636761,0,1.10,
P-2400-90-2026-02336,3637049,0,1.10,
P-2200-90-2026-00554,3637234,0,1.10,
P-2400-90-2026-02354,3637293,0,1.10,
P-1200-90-2026-01480,3636653,0,1.10,
P-4203-90-2026-00359,3636800,0,1.10,
P-4006-90-2026-00393,3637081,0,1.10,
P-3800-90-2026-00703,3636656,0,1.10,
P-1200-90-2026-01474,3636560,0,1.10,
P-4200-90-2026-01164,3636751,0,1.10,
P-3400-90-2026-00304,3637056,0,1.70,
P-9061-90-2026-00291,3637128,0,1.10,
P-4000-90-2026-00866,3637006,0,1.10,
P-1411-90-2026-00553,3637904,0,1.10,
P-9061-91-2026-00551,3638105,0,1.10,
P-8069-95-2026-00001,3607293,2,3.30,
P-2400-90-2026-02362,3637346,0,1.10,
P-2400-90-2026-02376,3637529,0,1.10,
P-9097-90-2026-00133,3637123,0,1.10,
P-8000-91-2026-00125,3637437,0,1.70,
P-3211-90-2026-00600,3637028,0,1.10,
P-2214-90-2026-00155,3637921,0,1.10,
P-8000-91-2026-00127,3637676,0,1.70,
P-2400-90-2026-02410,3637985,0,1.10,
P-2600-90-2026-00306,3638083,0,1.10,
P-2406-90-2026-00095,3637777,0,1.10,
P-1452-90-2026-00140,3636546,0,1.10,
P-4200-90-2026-01198,3637445,0,1.10,
P-1492-90-2026-00154,3637935,0,1.10,
P-4200-90-2026-01218,3637971,0,1.10,
P-3211-90-2026-00613,3637981,0,1.10,
P-4203-90-2026-00368,3637199,0,1.10,
P-4000-90-2026-00880,3637387,0,1.10,
P-1200-90-2026-01565,3638174,0,1.10,
P-2400-90-2026-02306,3636577,0,1.10,
P-4000-90-2026-00889,3637870,0,1.10,
P-9086-91-2026-00086,3637373,0,1.10,
P-3800-90-2026-00700,3636614,0,1.10,
P-3200-90-2026-01858,3637868,0,1.10,
P-1452-90-2026-00143,3637436,0,1.10,
P-9091-90-2026-00078,3637241,0,1.10,
P-3800-90-2026-00749,3638175,0,1.10,
P-4400-90-2026-00444,3636624,0,1.10,
P-1400-90-2026-00230,3637922,0,1.10,
P-2301-90-2026-00209,3637712,0,1.10,
P-3200-90-2026-01882,3638123,0,1.10,
P-1488-91-2026-00340,3637539,0,1.70,
P-4200-90-2026-01217,3637960,0,1.10,
P-2400-90-2026-02419,3638030,0,1.10,
P-9077-90-2026-00139,3637951,0,1.10,
P-4203-90-2026-00375,3638227,0,1.10,
P-2407-90-2026-00630,3638088,0,1.10,
P-4200-90-2026-01188,3637287,0,1.10,
P-2200-90-2026-00565,3637789,0,1.10,
P-2400-90-2026-02400,3637895,0,1.70,
P-1411-90-2026-00555,3638113,0,1.10,
P-2400-90-2026-02448,3638433,0,1.10,
P-2400-90-2026-02412,3638017,0,1.10,
P-2400-90-2026-02409,3637979,0,1.10,
P-2214-90-2026-00151,3637593,0,1.10,
P-2400-90-2026-02393,3637757,0,1.10,
P-2400-90-2026-02439,3638239,0,1.10,
P-4400-90-2026-00454,3637537,0,1.10,
P-4006-91-2026-00494,3638044,0,1.10,
P-2301-91-2026-00052,3637276,0,1.10,
P-3800-90-2026-00748,3638169,0,1.10,
P-2214-90-2026-00154,3637934,0,1.70,
P-2400-90-2026-02443,3638331,0,1.10,
P-1477-90-2026-00208,3638487,0,1.10,
P-1200-90-2026-01582,3638351,0,1.10,
P-4203-92-2026-00081,3638584,0,1.10,
P-2403-90-2026-00498,3638533,0,1.10,
P-2400-90-2026-02460,3638618,0,1.10,
P-1200-92-2026-00162,3637998,0,1.10,
P-8000-90-2026-00170,3638281,0,1.10,
P-3205-90-2026-00243,3638486,0,1.10,
P-1411-90-2026-00554,3637880,0,1.10,
P-4200-90-2026-01232,3638280,0,1.10,
P-1453-90-2026-00048,3638626,0,1.10,
P-9022-90-2026-00021,3638417,0,1.10,
P-3200-90-2026-01852,3637824,0,1.10,
P-9076-90-2026-00127,3638261,0,1.10,
P-2202-90-2026-00570,3638582,0,1.10,
P-9086-90-2026-00257,3638470,0,1.10,
P-4000-90-2026-00886,3637736,0,1.10,
P-3200-90-2026-01895,3638304,0,1.10,
P-3211-90-2026-00620,3638358,0,1.10,
P-4200-90-2026-01235,3638341,0,1.10,
P-9091-90-2026-00079,3638459,0,1.10,
P-3211-90-2026-00626,3638461,0,1.10,
P-1411-90-2026-00559,3638390,0,1.10,
P-2400-90-2026-02402,3637885,0,1.10,
P-1477-91-2026-00028,3637532,0,1.10,
P-4000-90-2026-00910,3638243,0,1.10,
P-2400-90-2026-02391,3637729,0,1.10,
P-1200-90-2026-01567,3638187,0,1.10,
P-4000-90-2026-00909,3638233,0,1.10,
P-2400-90-2026-02450,3638436,0,1.10,
P-2202-90-2026-00562,3637867,0,1.10,
P-1411-90-2026-00557,3638342,0,1.10,
P-1200-90-2026-01583,3638372,0,1.10,
P-1200-90-2026-01588,3638406,0,1.10,
P-3200-90-2026-01890,3638234,0,1.10,
P-2400-90-2026-02424,3638081,0,1.10,
P-9061-91-2026-00552,3638142,0,1.10,
P-2400-90-2026-02452,3638585,0,1.10,
P-1411-90-2026-00564,3638601,0,1.10,
P-3603-90-2026-00171,3638545,0,1.10,
P-3211-90-2026-00618,3638296,0,1.10,
P-3200-90-2026-01870,3637929,0,1.10,
P-2202-90-2026-00560,3637735,0,1.70,
P-2403-90-2026-00491,3638439,0,1.10,
P-3200-90-2026-01867,3637949,0,1.10,
P-4000-90-2026-00898,3637996,0,1.10,
P-1488-90-2026-00376,3640345,0,1.10,
P-9061-91-2026-00557,3638678,0,1.10,
P-3211-91-2026-00353,3639381,0,1.10,
P-3211-90-2026-00634,3638889,0,1.10,
P-1200-90-2026-01659,3639740,0,1.10,
P-8000-90-2026-00173,3639077,0,1.70,
P-2000-90-2026-00433,3639261,0,1.10,
P-3205-90-2026-00255,3639593,0,1.10,
P-3200-90-2026-01930,3638689,0,1.10,
P-1411-90-2026-00579,3639765,0,1.10,
P-9086-92-2026-00036,3639112,0,1.10,
P-3800-90-2026-00801,3640179,0,1.10,
P-2600-91-2026-00021,3638705,0,1.10,
P-1492-91-2026-00088,3640107,0,1.10,
P-3600-90-2026-00575,3640151,0,1.70,
P-1474-90-2026-00133,3640104,0,1.10,
P-1488-90-2026-00369,3640098,0,1.10,
P-3200-90-2026-01993,3639897,0,1.10,
P-3200-90-2026-01953,3639165,0,1.10,
P-3600-90-2026-00569,3639951,0,1.70,
P-3901-90-2026-00099,3639067,0,1.10,
P-3200-90-2026-01965,3639337,0,1.10,
P-2202-90-2026-00580,3638769,0,1.10,
P-3200-90-2026-01935,3638758,0,1.10,
P-9061-91-2026-00559,3638670,0,1.10,
P-9091-90-2026-00080,3639143,0,1.10,
P-2408-90-2026-00428,3639010,0,1.10,
P-3603-90-2026-00173,3639055,0,1.10,
P-9061-91-2026-00562,3638755,0,1.10,
P-2604-90-2026-00253,3638878,0,1.10,
P-1200-90-2026-01610,3638794,0,1.10,
P-1200-90-2026-01616,3638851,0,1.10,
P-1411-90-2026-00565,3638762,0,1.10,
P-3211-90-2026-00642,3639549,0,1.10,
P-9022-90-2026-00023,3638426,0,1.10,
P-1200-90-2026-01632,3639297,0,1.10,
P-2200-90-2026-00578,3638708,0,1.10,
P-1200-90-2026-01614,3638832,0,1.10,
P-1477-90-2026-00212,3639374,0,1.10,
P-3901-90-2026-00100,3639215,0,1.10,
P-4000-90-2026-00934,3639103,0,1.10,
P-4006-90-2026-00419,3639324,0,1.10,
P-3800-90-2026-00774,3639057,0,1.10,
P-4200-90-2026-01285,3639525,0,1.10,
P-4200-90-2026-01279,3639481,0,1.10,
P-3400-90-2026-00325,3639211,0,1.70,
P-4200-90-2026-01308,3639982,0,1.10,
P-1200-90-2026-01652,3639610,0,1.10,
P-2400-90-2026-02532,3639836,0,1.10,
P-9075-90-2026-00176,3639910,0,1.10,
P-3800-90-2026-00766,3638858,0,1.10,
P-1200-90-2026-01655,3639661,0,1.10,
P-1411-90-2026-00588,3640343,0,1.10,
P-4200-90-2026-01286,3639576,0,1.10,
P-1200-90-2026-01644,3639514,0,1.10,
P-2403-90-2026-00507,3639102,0,1.10,
P-4006-90-2026-00425,3639620,0,1.10,
P-1200-90-2026-01649,3639579,0,1.10,
P-1200-90-2026-01665,3639827,0,1.10,
P-3200-90-2026-01963,3639300,0,1.10,
P-3600-90-2026-00549,3639071,0,1.70,
P-4000-90-2026-00921,3638754,0,1.10,
P-9076-90-2026-00138,3639730,0,1.10,
P-2400-90-2026-02525,3639701,0,1.10,
P-2407-90-2026-00649,3639460,0,1.10,
P-3200-90-2026-01951,3639115,0,1.10,
P-1200-90-2026-01690,3640048,0,1.10,
P-2200-90-2026-00581,3638966,0,1.10,
P-3600-90-2026-00557,3639584,0,1.70,
P-4200-90-2026-01304,3639921,0,1.10,
P-9091-90-2026-00090,3639727,0,1.10,
P-9022-90-2026-00025,3639676,0,1.10,
P-1400-91-2026-00025,3637317,0,1.70,
P-2604-91-2026-00015,3639368,0,1.10,
P-1492-90-2026-00159,3639432,0,1.10,
P-2407-90-2026-00651,3640204,0,1.10,
P-8035-91-2026-00107,3639753,0,1.10,
P-4400-90-2026-00478,3639331,0,1.10,
P-8035-90-2026-00085,3640117,0,1.10,
P-4200-90-2026-01298,3639804,0,1.70,
P-2400-90-2026-02510,3639398,0,1.10,
P-9097-90-2026-00151,3640341,0,1.10,
P-4203-90-2026-00396,3639440,0,1.10,
P-2202-90-2026-00602,3640318,0,1.70,
P-1200-90-2026-01682,3640010,0,1.10,
P-9082-90-2026-00077,3639837,0,1.10,
P-3900-90-2026-00101,3639631,0,1.10,
P-2403-90-2026-00517,3640170,0,1.10,
P-9091-90-2026-00096,3640290,0,1.10,
P-2403-90-2026-00521,3640285,0,1.10,
P-3200-90-2026-01973,3639443,0,1.10,
P-4006-91-2026-00503,3638410,0,1.10,
P-2403-90-2026-00515,3639664,0,1.10,
P-3200-90-2026-02028,3640304,0,1.10,
P-1200-90-2026-01656,3639714,0,1.10,
P-1488-90-2026-00375,3640287,0,1.10,
P-3200-90-2026-02010,3640070,0,1.10,
P-3901-90-2026-00097,3638683,0,1.10,
P-4200-90-2026-01256,3638917,0,1.10,
P-2400-90-2026-02492,3639079,0,1.10,
P-2202-90-2026-00605,3640334,0,1.10,
P-3200-90-2026-02003,3639986,0,1.10,
P-9070-91-2026-00016,3640256,0,1.10,
P-3205-90-2026-00244,3638687,0,1.10,
P-3200-90-2026-01936,3638803,0,1.10,
P-1488-90-2026-00355,3639531,0,1.10,
P-4200-90-2026-01277,3639456,0,1.10,
P-2200-90-2026-00587,3639316,0,1.10,
P-2301-90-2026-00222,3639418,0,1.10,
P-2406-90-2026-00101,3639396,0,1.10,
P-2408-90-2026-00440,3639838,0,1.10,
P-4200-90-2026-01303,3639914,0,1.10,
P-4006-90-2026-00428,3639858,0,1.10,
P-1452-90-2026-00150,3638667,0,1.10,
P-1400-90-2026-00240,3638674,0,1.10,
P-2403-90-2026-00511,3639416,0,1.10,
P-2400-90-2026-02474,3638820,0,1.10,
P-9061-90-2026-00317,3639480,0,1.10,
P-9061-90-2026-00321,3639840,0,1.10,
P-1400-90-2026-00245,3639495,0,1.70,
P-9061-91-2026-00566,3639002,0,1.10,
P-9077-90-2026-00146,3639164,0,1.10,
P-3205-90-2026-00254,3639562,0,1.10,
P-1411-90-2026-00566,3638912,0,1.10,
P-3211-93-2026-00018,3639742,0,1.10,
P-3200-90-2026-01999,3639974,0,1.10,
P-3200-90-2026-02001,3639957,0,1.10,
P-1200-90-2026-01606,3638707,0,1.10,
P-2000-90-2026-00430,3638876,0,1.10,
P-2406-90-2026-00104,3639646,0,1.70,
P-2202-90-2026-00598,3640212,0,1.10,
P-9086-90-2026-00264,3640040,0,1.10,
P-3400-90-2026-00328,3639437,0,1.70,
P-4200-90-2026-01301,3639912,0,1.10,
P-2400-90-2026-02539,3639889,0,1.10,
P-3200-90-2026-01939,3638857,0,1.10,
P-2202-90-2026-00632,3641831,0,1.10,
P-8069-96-2026-00002,3607030,49,8.80,
P-2403-90-2026-00536,3641163,0,1.10,
P-4200-90-2026-01334,3640687,0,1.10,
P-1453-90-2026-00055,3640812,0,1.10,
P-4000-91-2026-00065,3640720,0,1.10,
P-9061-91-2026-00656,3641597,0,1.10,
P-9076-90-2026-00147,3641417,0,1.10,
P-9091-90-2026-00103,3641292,0,1.10,
P-2400-90-2026-02681,3641718,0,1.10,
P-2000-90-2026-00453,3641073,0,1.10,
P-9071-90-2026-00073,3641968,0,1.10,
P-2409-90-2026-00100,3641977,0,1.10,
P-2400-90-2026-02698,3641981,0,1.10,
P-1200-91-2026-00396,3641769,0,1.10,
P-9061-91-2026-00617,3640510,0,1.10,
P-1200-90-2026-01741,3641300,0,1.10,
P-9061-91-2026-00603,3640375,0,1.10,
P-3603-90-2026-00189,3641432,0,1.10,
P-4200-90-2026-01340,3640767,0,1.10,
P-9078-90-2026-00034,3641953,0,1.10,
P-2409-90-2026-00095,3640523,0,1.10,
P-2403-90-2026-00527,3640680,0,1.10,
P-3600-90-2026-00578,3640520,0,1.70,
P-2407-90-2026-00662,3640771,0,1.10,
P-2200-90-2026-00603,3640641,0,1.10,
P-2200-91-2026-00028,3640726,0,1.10,
P-4203-90-2026-00408,3641000,0,1.10,
P-2400-90-2026-02588,3640714,0,1.10,
P-2408-90-2026-00447,3640442,0,1.10,
P-2400-90-2026-02615,3641101,0,1.10,
P-1488-90-2026-00379,3641117,0,1.10,
P-9061-91-2026-00601,3640374,0,1.10,
P-2301-90-2026-00232,3641045,0,1.10,
P-4000-90-2026-00972,3640749,0,1.10,
P-2400-90-2026-02592,3640783,0,1.10,
P-4200-90-2026-01321,3640382,0,1.10,
P-8072-90-2026-00086,3640562,0,1.10,
P-4200-90-2026-01335,3640716,0,1.10,
P-1411-90-2026-00596,3640805,0,1.10,
P-1411-90-2026-00590,3640489,0,1.10,
P-9071-90-2026-00070,3640517,0,1.10,
P-1488-91-2026-00361,3640762,0,1.10,
P-2000-90-2026-00445,3640416,0,1.10,
P-3211-90-2026-00661,3640939,0,1.10,
P-2403-92-2026-00163,3640851,0,1.10,
P-1200-90-2026-01721,3640885,0,1.10,
P-9061-90-2026-00327,3641092,0,1.10,
P-9077-90-2026-00158,3641093,0,1.10,
P-9091-90-2026-00100,3640595,0,1.10,
P-9061-91-2026-00621,3640854,0,1.10,
P-3211-90-2026-00660,3640824,0,1.10,
P-3211-90-2026-00663,3641016,0,1.10,
P-2400-90-2026-02607,3640968,0,1.10,
P-1200-90-2026-01705,3640465,0,1.10,
P-4000-90-2026-00983,3641060,0,1.10,
P-4006-92-2026-00147,3640636,0,1.10,
P-4200-90-2026-01357,3641290,0,1.10,
P-3400-90-2026-00352,3641229,0,1.10,
P-9075-90-2026-00191,3641933,0,1.10,
P-2400-90-2026-02623,3641232,0,1.10,
P-3200-90-2026-02106,3641902,0,1.10,
P-2400-90-2026-02631,3641309,0,1.10,
P-2408-90-2026-00457,3641476,0,1.10,
P-4200-90-2026-01383,3641764,0,1.10,
P-4000-90-2026-00988,3641275,0,1.10,
P-2600-90-2026-00323,3640989,0,1.10,
P-9075-90-2026-00186,3640908,0,1.10,
P-2200-90-2026-00621,3641694,0,1.10,
P-4000-90-2026-00952,3639817,0,1.10,
P-9070-90-2026-00077,3641637,0,1.10,
P-4200-90-2026-01376,3641712,0,1.10,
P-1200-90-2026-01773,3641789,0,1.10,
P-4006-90-2026-00452,3641770,0,1.10,
P-3200-90-2026-02113,3641929,0,1.10,
P-3211-90-2026-00671,3641759,0,1.10,
P-2400-91-2026-00255,3641177,0,1.10,
P-4400-92-2026-00221,3640816,0,1.10,
P-4200-90-2026-01326,3640558,0,1.10,
P-1488-91-2026-00359,3640305,0,1.10,
P-4400-90-2026-00504,3641471,0,1.10,
P-4000-90-2026-01011,3641756,0,1.10,
P-2400-90-2026-02688,3641961,0,1.10,
P-9067-90-2026-00023,3641951,0,1.10,
P-2202-90-2026-00630,3641819,0,1.10,
P-1453-90-2026-00061,3641959,0,1.10,
P-2400-90-2026-02682,3641728,0,1.10,
P-3200-90-2026-02094,3641768,0,1.10,
P-2604-90-2026-00278,3641872,0,1.10,
P-1488-90-2026-00380,3641107,0,1.10,
P-3400-90-2026-00351,3641201,0,1.70,
P-1200-90-2026-01765,3641649,0,1.10,
P-2400-92-2026-00367,3641375,0,1.10,
P-2400-90-2026-02687,3641958,0,1.10,
P-4203-91-2026-00048,3641785,0,1.10,
P-3603-90-2026-00188,3641288,0,1.10,
P-2400-90-2026-02628,3641269,0,1.10,
P-1200-90-2026-01744,3641311,0,1.10,
P-3800-90-2026-00819,3641135,0,1.10,
P-3200-90-2026-02105,3641899,0,1.10,
P-9070-90-2026-00076,3641341,0,1.10,
P-2400-90-2026-02667,3641600,0,1.10,
P-3600-90-2026-00602,3641491,0,1.70,
P-4006-90-2026-00443,3641098,0,1.10,
P-2400-90-2026-02640,3641452,0,1.10,
P-4203-92-2026-00086,3640482,0,1.10,
P-4006-92-2026-00150,3641420,0,1.10,
P-9070-91-2026-00017,3641655,0,1.10,
P-1411-90-2026-00609,3641828,0,1.10,
P-1400-92-2026-00192,3641305,0,1.10,
P-3200-90-2026-02111,3641934,0,1.10,
P-3200-90-2026-02108,3641906,0,1.10,
P-3200-90-2026-02073,3641543,0,1.10,
P-1400-90-2026-00264,3641539,0,1.70,
P-3603-90-2026-00190,3641820,0,1.10,
P-2202-90-2026-00633,3641889,0,1.10,
P-2405-90-2026-00163,3641273,0,1.10,
P-4200-90-2026-01344,3640893,0,1.10,
P-2408-90-2026-00454,3641209,0,1.10,
P-2400-90-2026-02699,3642005,0,1.10,
P-2403-90-2026-00538,3641270,0,1.10,
P-9086-90-2026-00275,3642531,0,1.10,
P-9061-91-2026-00665,3642382,0,1.10,
P-1200-90-2026-01807,3642591,0,1.10,
P-1477-90-2026-00236,3642324,0,1.10,
P-9061-91-2026-00671,3642532,0,1.10,
P-2400-90-2026-02720,3642370,0,1.10,
P-3211-90-2026-00690,3642991,0,1.10,
P-4200-90-2026-01411,3642453,0,1.10,
P-1200-90-2026-01839,3643183,0,1.10,
P-1488-90-2026-00402,3643492,0,1.10,
P-1200-90-2026-01802,3642447,0,1.10,
P-9075-90-2026-00200,3643555,0,1.10,
P-4200-90-2026-01429,3642919,0,1.10,
P-3200-90-2026-02141,3642437,0,1.10,
P-9102-90-2026-00043,3642007,0,1.10,
P-3901-90-2026-00111,3642402,0,1.10,
P-4200-90-2026-01398,3642114,0,1.10,
P-8067-91-2026-00106,3642464,0,1.10,
P-2400-90-2026-02785,3643261,0,1.10,
P-9077-90-2026-00165,3642652,0,1.10,
P-3211-91-2026-00369,3643390,0,1.10,
P-3400-97-2025-00004,3313517,67,36.30,
P-3200-90-2026-02134,3642323,0,1.10,
P-2400-90-2026-02739,3642658,0,1.10,
P-3400-90-2026-00367,3642319,0,1.70,
P-1200-91-2026-00403,3642773,0,1.10,
P-2400-90-2026-02775,3643203,0,1.10,
P-2400-90-2026-02804,3643609,0,1.10,
P-3800-90-2026-00849,3642481,0,1.10,
P-1477-90-2026-00235,3642312,0,1.10,
P-1200-92-2026-00190,3643467,0,1.10,
P-2200-90-2026-00639,3642962,0,1.10,
P-9061-90-2026-00333,3642979,0,1.10,
P-9075-90-2026-00201,3643578,0,1.10,
P-2202-90-2026-00644,3642040,0,1.70,
P-1474-90-2026-00140,3642838,0,1.10,
P-2400-90-2026-02763,3643015,0,1.10,
P-3205-90-2026-00277,3643110,0,1.10,
P-8035-90-2026-00089,3642469,0,1.10,
P-2400-90-2026-02779,3643190,0,1.10,
P-8072-90-2026-00091,3642085,0,1.10,
P-1488-90-2026-00398,3643370,0,1.10,
P-4200-90-2026-01408,3642336,0,1.10,
P-3200-90-2026-02155,3642645,0,1.10,
P-1200-90-2026-01846,3643248,0,1.10,
P-3200-90-2026-02224,3643485,0,1.10,
P-1200-90-2026-01798,3642422,0,1.10,
P-2405-92-2026-00086,3642778,0,1.10,
P-1200-90-2026-01866,3643594,0,1.10,
P-1452-90-2026-00161,3642010,0,1.10,
P-3800-90-2026-00834,3642075,0,1.10,
P-2600-90-2026-00330,3642299,0,1.10,
P-3211-90-2026-00684,3642638,0,1.10,
P-4200-90-2026-01452,3643451,0,1.10,
P-9082-91-2026-00023,3642255,0,1.10,
P-3205-90-2026-00273,3642727,0,1.10,
P-8069-96-2026-00002,3607030,51,1.10,
P-2408-90-2026-00476,3642764,0,1.10,
P-1200-90-2026-01796,3642394,0,1.10,
P-2400-90-2026-02707,3642104,0,1.10,
P-3600-90-2026-00615,3642233,0,1.70,
P-2403-90-2026-00553,3642859,0,1.10,
P-4006-90-2026-00468,3642544,0,1.10,
P-1411-90-2026-00618,3642461,0,1.10,
P-4000-90-2026-01027,3642462,0,1.10,
P-1200-90-2026-01797,3642420,0,1.10,
P-3211-90-2026-00696,3643441,0,1.10,
P-2202-90-2026-00662,3643642,0,1.10,
P-2400-90-2026-02758,3642906,0,1.10,
P-2604-90-2026-00292,3643551,0,1.10,
P-1200-90-2026-01844,3643224,0,1.10,
P-1200-90-2026-01865,3643574,0,1.10,
P-2407-90-2026-00705,3643085,0,1.10,
P-1452-90-2026-00163,3642012,0,1.10,
P-1411-90-2026-00624,3642808,0,1.10,
P-3200-90-2026-02162,3642917,0,1.10,
P-4400-90-2026-00521,3642804,0,1.10,
P-3800-90-2026-00873,3643473,0,1.10,
P-1200-90-2026-01823,3642938,0,1.10,
P-2403-90-2026-00556,3643484,0,1.10,
P-2409-90-2026-00101,3642061,0,1.10,
P-9086-91-2026-00090,3642303,0,1.10,
P-3200-90-2026-02123,3642167,0,1.10,
P-2400-90-2026-02743,3642774,0,1.10,
P-3400-90-2026-00355,3642090,0,1.70,
P-4200-90-2026-01447,3643305,0,1.10,
P-2604-90-2026-00284,3642503,0,1.10,
P-2407-90-2026-00752,3643534,0,1.10,
P-1200-90-2026-01859,3643426,0,1.10,
P-2403-90-2026-00557,3643535,0,1.10,
P-4006-91-2026-00580,3643519,0,1.70,
P-3211-92-2026-00249,3642530,0,1.10,
P-2400-90-2026-02733,3642526,0,1.10,
